course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop Reverse,moto,24,-4.7,8.620,150.429,1.320,0.848,True,completed,15.302,0.800,0
Street Loop Reverse,moto,24,1.7,8.700,150.111,0.860,0.571,True,completed,0.000,0.000,0
Street Loop Reverse,moto,36,-1.5,6.480,150.539,0.960,0.981,True,completed,20.530,0.960,0
Street Loop Reverse,moto,36,-3,6.700,150.175,0.860,0.980,True,completed,17.824,0.860,0
Street Loop Reverse,moto,36,0,6.860,150.278,0.920,0.981,True,completed,19.449,0.920,0
Street Loop Reverse,moto,36,-4.7,7.700,150.364,1.140,0.582,True,completed,0.000,0.000,0
Street Loop Reverse,moto,36,1.7,8.760,150.179,0.560,0.550,True,completed,0.000,0.000,0
Street Loop Reverse,atv,12,-1.5,13.320,150.037,0.220,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,atv,12,-3,13.320,150.037,0.220,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,atv,12,0,13.320,150.039,0.220,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,atv,12,-4.7,13.920,150.086,0.340,0.887,True,completed,4.294,0.340,0
Street Loop Reverse,atv,12,1.7,13.940,150.058,0.420,0.751,True,completed,5.208,0.420,0
Street Loop Reverse,atv,24,-1.5,7.560,150.321,0.980,0.981,True,completed,21.124,0.980,0
Street Loop Reverse,atv,24,-3,7.640,150.389,0.980,0.981,True,completed,20.469,0.960,0
Street Loop Reverse,atv,24,0,7.900,150.048,0.940,0.981,True,completed,19.917,0.940,0
Street Loop Reverse,atv,24,-4.7,8.940,150.434,0.680,0.894,True,completed,12.125,0.680,0
Street Loop Reverse,atv,24,1.7,8.400,150.241,0.840,0.890,True,completed,15.492,0.840,0
Street Loop Reverse,atv,36,-1.5,6.460,150.407,1.000,0.981,True,completed,21.830,1.000,0
Street Loop Reverse,atv,36,-3,6.560,150.039,0.980,0.981,True,completed,21.040,0.980,0
Street Loop Reverse,atv,36,0,6.560,150.260,0.980,0.981,True,completed,21.015,0.980,0
Street Loop Reverse,atv,36,-4.7,6.620,150.320,0.900,0.980,True,completed,18.811,0.900,0
Street Loop Reverse,atv,36,1.7,6.780,150.277,0.900,0.980,True,completed,18.580,0.900,0
