lip,station,lateral,x,y,z,nx,ny,nz,collider
213,185,-16,846.639,106.701,-84.741,-0.183,0.925,0.333,Ground_Mountain_0_1
213,185,-7,852.214,107.593,-91.807,-0.145,0.985,-0.097,Ground_Mountain_0_1
213,185,0,856.549,107.601,-97.302,-0.163,0.979,-0.122,Ground_Mountain_0_1
213,185,7,860.885,107.598,-102.798,-0.176,0.973,-0.150,Ground_Mountain_0_1
213,185,16,866.460,106.715,-109.864,0.299,0.902,-0.312,Ground_Mountain_0_1
213,187,-16,848.525,107.189,-83.317,-0.213,0.867,0.450,Ground_Mountain_0_1
213,187,-7,853.919,107.999,-90.522,-0.164,0.980,-0.116,Ground_Mountain_0_1
213,187,0,858.114,108.008,-96.125,-0.170,0.978,-0.121,Ground_Mountain_0_1
213,187,7,862.309,108.019,-101.729,-0.183,0.973,-0.138,Ground_Mountain_0_1
213,187,16,867.703,106.963,-108.933,-0.084,0.784,-0.615,Ground_Mountain_0_1
213,189,-16,850.467,107.800,-81.926,-0.257,0.785,0.564,Ground_Mountain_0_1
213,189,-7,855.664,108.411,-89.274,-0.160,0.982,-0.098,Ground_Mountain_0_1
213,189,0,859.706,108.425,-94.989,-0.172,0.978,-0.122,Ground_Mountain_0_1
213,189,7,863.748,108.445,-100.704,-0.192,0.970,-0.147,Ground_Mountain_0_1
213,189,16,868.944,107.498,-108.052,0.098,0.587,-0.804,Ground_Mountain_0_1
213,191,-16,852.461,108.065,-80.574,-0.166,0.954,0.248,Ground_Mountain_0_1
213,191,-7,857.445,108.867,-88.068,-0.191,0.974,-0.125,Ground_Mountain_0_1
213,191,0,861.321,108.868,-93.897,-0.188,0.974,-0.125,Ground_Mountain_0_1
213,191,7,865.198,108.866,-99.725,-0.186,0.974,-0.125,Ground_Mountain_0_1
213,191,16,870.181,107.762,-107.219,0.427,0.775,-0.466,Ground_Mountain_0_1
213,193,-16,854.503,108.484,-79.267,-0.211,0.883,0.420,Ground_Mountain_0_1
213,193,-7,859.259,109.331,-86.908,-0.209,0.970,-0.123,Ground_Mountain_0_1
213,193,0,862.959,109.340,-92.850,-0.207,0.970,-0.130,Ground_Mountain_0_1
213,193,7,866.658,109.327,-98.793,-0.219,0.963,-0.154,Ground_Mountain_0_1
213,193,16,871.415,108.072,-106.433,0.016,0.663,-0.748,Ground_Mountain_0_1
213,195,-16,856.587,109.125,-78.011,-0.340,0.940,-0.015,Ground_Mountain_0_1
213,195,-7,861.104,109.851,-85.795,-0.202,0.976,-0.087,Ground_Mountain_0_1
213,195,0,864.617,109.839,-91.850,-0.223,0.966,-0.130,Ground_Mountain_0_1
213,195,7,868.130,109.843,-97.904,-0.252,0.959,-0.129,Ground_Mountain_0_1
213,195,16,872.647,108.513,-105.689,0.232,0.893,-0.386,Ground_Mountain_0_1
213,197,-16,858.709,109.383,-76.807,-0.264,0.900,0.348,Ground_Mountain_0_1
213,197,-7,862.976,110.366,-84.731,-0.239,0.962,-0.130,Ground_Mountain_0_1
213,197,0,866.294,110.363,-90.895,-0.243,0.961,-0.131,Ground_Mountain_0_1
213,197,7,869.612,110.350,-97.059,-0.258,0.957,-0.135,Ground_Mountain_0_1
213,197,16,873.878,108.891,-104.983,-0.133,0.748,-0.651,Ground_Mountain_0_1
213,199,-16,860.865,110.027,-75.657,-0.297,0.766,0.569,Ground_Mountain_0_1
213,199,-7,864.872,110.947,-83.716,-0.224,0.971,-0.088,Ground_Mountain_0_1
213,199,0,867.988,110.914,-89.985,-0.242,0.961,-0.130,Ground_Mountain_0_1
213,199,7,871.104,110.878,-96.253,-0.276,0.942,-0.188,Ground_Mountain_0_1
213,199,16,875.110,109.325,-104.312,-0.002,0.572,-0.820,Ground_Mountain_0_1
213,201,-16,862.579,110.425,-74.806,-0.223,0.915,0.335,Ground_Mountain_0_1
213,201,-7,866.585,111.472,-82.865,-0.237,0.963,-0.124,Ground_Mountain_0_1
213,201,0,869.701,111.494,-89.133,-0.259,0.957,-0.128,Ground_Mountain_0_1
213,201,7,872.817,111.525,-95.401,-0.293,0.947,-0.128,Ground_Mountain_0_1
213,201,16,876.824,109.834,-103.460,0.227,0.868,-0.442,Ground_Mountain_0_1
213,203,-16,864.778,111.077,-73.773,-0.278,0.768,0.577,Ground_Mountain_0_1
213,203,-7,868.518,112.082,-81.960,-0.251,0.963,-0.103,Ground_Mountain_0_1
213,203,0,871.427,112.101,-88.327,-0.279,0.952,-0.128,Ground_Mountain_0_1
213,203,7,874.336,112.090,-94.694,-0.267,0.954,-0.136,Ground_Mountain_0_1
213,203,16,878.076,110.322,-102.880,0.310,0.677,-0.668,Ground_Mountain_0_1
213,205,-16,866.997,111.548,-72.798,-0.521,0.838,0.164,Ground_Mountain_0_1
213,205,-7,870.466,112.719,-81.103,-0.299,0.947,-0.114,Ground_Mountain_0_1
213,205,0,873.163,112.730,-87.562,-0.295,0.948,-0.121,Ground_Mountain_0_1
213,205,7,875.861,112.724,-94.021,-0.316,0.930,-0.188,Ground_Mountain_0_1
213,205,16,879.329,110.829,-102.326,-0.041,0.549,-0.835,Ground_Mountain_0_1
213,207,-16,869.231,112.398,-71.877,-0.286,0.714,0.640,Ground_Mountain_0_1
213,207,-7,872.424,113.440,-80.291,-0.284,0.951,-0.122,Ground_Mountain_0_1
213,207,0,874.909,113.389,-86.836,-0.309,0.943,-0.121,Ground_Mountain_0_1
213,207,7,877.393,113.355,-93.380,-0.336,0.933,-0.126,Ground_Mountain_0_1
213,207,16,880.587,111.408,-101.794,0.124,0.859,-0.496,Ground_Mountain_0_1
213,209,-16,870.989,112.656,-71.209,-0.272,0.818,0.506,Ground_Mountain_0_1
213,209,-7,874.183,114.044,-79.624,-0.294,0.950,-0.101,Ground_Mountain_0_1
213,209,0,876.667,114.062,-86.168,-0.324,0.937,-0.128,Ground_Mountain_0_1
213,209,7,879.152,114.062,-92.712,-0.352,0.919,-0.179,Ground_Mountain_0_1
213,209,16,882.345,111.828,-101.127,0.193,0.708,-0.679,Ground_Mountain_0_1
213,211,-16,873.244,113.503,-70.402,-0.499,0.852,0.161,Ground_Mountain_0_1
213,211,-7,876.163,114.750,-78.916,-0.338,0.935,-0.108,Ground_Mountain_0_1
213,211,0,878.433,114.759,-85.537,-0.338,0.934,-0.116,Ground_Mountain_0_1
213,211,7,880.703,114.751,-92.159,-0.335,0.928,-0.161,Ground_Mountain_0_1
213,211,16,883.621,112.366,-100.673,-0.115,0.568,-0.815,Ground_Mountain_0_1
213,213,-16,875.426,114.139,-69.666,-0.285,0.717,0.637,Ground_Mountain_0_2
213,213,-7,878.113,115.480,-78.256,-0.323,0.943,-0.082,Ground_Mountain_0_1
213,213,0,880.203,115.477,-84.937,-0.361,0.926,-0.112,Ground_Mountain_0_1
213,213,7,882.293,115.436,-91.617,-0.400,0.905,-0.141,Ground_Mountain_0_1
213,213,16,884.980,113.036,-100.207,-0.013,0.462,-0.887,Ground_Mountain_0_1
213,215,-16,877.524,114.703,-69.027,-0.501,0.802,0.326,Ground_Mountain_0_2
213,215,-7,880.032,116.213,-77.670,-0.299,0.951,-0.081,Ground_Mountain_0_1
213,215,0,881.984,116.226,-84.393,-0.355,0.929,-0.106,Ground_Mountain_0_1
213,215,7,883.935,116.214,-91.115,-0.377,0.919,-0.114,Ground_Mountain_0_1
213,215,16,886.444,113.636,-99.758,0.026,0.788,-0.616,Ground_Mountain_0_1
213,217,-16,879.659,115.478,-68.430,-0.402,0.875,0.268,Ground_Mountain_0_2
213,217,-7,882.004,116.860,-77.119,-0.023,0.998,-0.064,Ground_Mountain_0_1
213,217,0,883.828,116.863,-83.878,-0.297,0.949,-0.108,Ground_Mountain_0_1
213,217,7,885.651,116.837,-90.636,-0.293,0.953,-0.075,Ground_Mountain_0_1
213,217,16,887.996,114.161,-99.325,-0.207,0.647,-0.734,Ground_Mountain_0_1
213,219,-16,881.845,114.929,-67.869,0.123,0.581,0.805,Ground_Mountain_0_2
213,219,-7,884.039,116.787,-76.598,0.294,0.955,0.035,Ground_Mountain_0_1
213,219,0,885.745,116.774,-83.386,0.192,0.977,0.088,Ground_Mountain_0_1
213,219,7,887.452,116.681,-90.175,0.216,0.975,0.047,Ground_Mountain_0_1
213,219,16,889.646,113.427,-98.904,0.462,0.603,-0.650,Ground_Mountain_0_1
213,221,-16,884.122,114.078,-67.334,0.202,0.861,0.468,Ground_Mountain_0_2
213,221,-7,886.049,116.064,-76.125,0.442,0.894,0.069,Ground_Mountain_0_1
213,221,0,887.548,116.027,-82.963,0.403,0.909,0.107,Ground_Mountain_0_1
213,221,7,889.047,116.022,-89.801,0.437,0.896,0.082,Ground_Mountain_0_1
213,221,16,890.974,113.020,-98.592,0.322,0.650,-0.689,Ground_Mountain_0_1
213,223,-16,886.058,113.423,-66.914,0.273,0.856,0.439,Ground_Mountain_0_2
213,223,-7,887.868,115.071,-75.730,0.435,0.889,0.144,Ground_Mountain_0_1
213,223,0,889.275,115.081,-82.587,0.479,0.872,0.101,Ground_Mountain_0_1
213,223,7,890.683,115.106,-89.444,0.508,0.856,0.098,Ground_Mountain_0_1
213,223,16,892.492,112.648,-98.260,0.152,0.576,-0.803,Ground_Mountain_0_1
213,225,-16,887.981,113.166,-66.524,-0.062,0.990,0.129,Ground_Mountain_0_2
213,225,-7,889.682,114.087,-75.362,0.422,0.901,0.099,Ground_Mountain_0_1
213,225,0,891.005,114.131,-82.235,0.448,0.890,0.081,Ground_Mountain_0_1
213,225,7,892.328,114.114,-89.109,0.456,0.884,0.103,Ground_Mountain_0_1
213,225,16,894.029,112.620,-97.947,0.290,0.916,-0.277,Ground_Mountain_0_1
213,227,-16,889.966,112.714,-66.147,0.201,0.965,0.166,Ground_Mountain_0_2
213,227,-7,891.568,113.329,-75.003,0.307,0.950,0.046,Ground_Mountain_0_1
213,227,0,892.813,113.357,-81.891,0.285,0.955,0.087,Ground_Mountain_0_1
213,227,7,894.059,113.297,-88.780,0.190,0.981,0.037,Ground_Mountain_0_1
213,227,16,895.660,112.201,-97.636,0.206,0.911,-0.358,Ground_Mountain_0_1
213,229,-16,892.052,112.674,-65.776,-0.012,0.947,0.321,Ground_Mountain_0_2
213,229,-7,893.562,113.056,-74.649,0.048,0.999,-0.014,Ground_Mountain_0_1
213,229,0,894.736,113.033,-81.550,-0.046,0.998,0.029,Ground_Mountain_0_1
213,229,7,895.910,113.013,-88.450,0.133,0.991,-0.022,Ground_Mountain_0_1
213,229,16,897.420,112.020,-97.323,0.017,0.879,-0.477,Ground_Mountain_0_1
213,231,-16,894.161,112.626,-65.425,-0.059,0.963,0.264,Ground_Mountain_0_2
213,231,-7,895.586,113.262,-74.311,-0.141,0.990,-0.029,Ground_Mountain_0_1
213,231,0,896.695,113.249,-81.223,-0.177,0.984,-0.025,Ground_Mountain_0_1
213,231,7,897.803,113.252,-88.135,-0.136,0.989,-0.054,Ground_Mountain_0_1
213,231,16,899.228,111.914,-97.021,0.041,0.805,-0.592,Ground_Mountain_0_1
213,233,-16,896.243,112.695,-65.099,-0.054,0.971,0.232,Ground_Mountain_0_2
213,233,-7,897.590,113.612,-73.998,-0.174,0.985,0.004,Ground_Mountain_0_1
213,233,0,898.638,113.610,-80.919,-0.180,0.983,-0.027,Ground_Mountain_0_1
213,233,7,899.687,113.607,-87.840,-0.184,0.982,-0.029,Ground_Mountain_0_1
213,233,16,901.034,111.887,-96.738,0.053,0.742,-0.668,Ground_Mountain_1_1
213,235,-16,898.315,112.739,-64.793,-0.048,0.972,0.229,Ground_Mountain_0_2
213,235,-7,899.592,113.963,-73.702,-0.174,0.985,0.009,Ground_Mountain_0_1
213,235,0,900.584,113.972,-80.632,-0.180,0.983,-0.026,Ground_Mountain_1_1
213,235,7,901.577,113.963,-87.561,-0.182,0.983,-0.030,Ground_Mountain_1_1
213,235,16,902.854,111.842,-96.470,0.106,0.675,-0.730,Ground_Mountain_1_1
213,237,-16,900.379,112.745,-64.505,-0.049,0.968,0.247,Ground_Mountain_1_2
213,237,-7,901.590,114.314,-73.423,-0.176,0.984,0.008,Ground_Mountain_1_1
213,237,0,902.532,114.333,-80.360,-0.181,0.983,-0.024,Ground_Mountain_1_1
213,237,7,903.474,114.313,-87.296,-0.182,0.983,-0.037,Ground_Mountain_1_1
213,237,16,904.686,111.743,-96.214,0.142,0.617,-0.774,Ground_Mountain_1_1
213,239,-16,902.434,112.709,-64.234,-0.014,0.946,0.323,Ground_Mountain_1_2
213,239,-7,903.585,114.678,-73.160,-0.186,0.983,0.003,Ground_Mountain_1_1
213,239,0,904.481,114.703,-80.102,-0.191,0.981,-0.025,Ground_Mountain_1_1
213,239,7,905.376,114.668,-87.045,-0.189,0.980,-0.053,Ground_Mountain_1_1
213,239,16,906.528,111.577,-95.971,0.240,0.860,-0.451,Ground_Mountain_1_1
213,241,-16,904.476,112.653,-63.977,-0.025,0.890,0.455,Ground_Mountain_1_2
213,241,-7,905.573,115.070,-72.910,-0.200,0.980,-0.005,Ground_Mountain_1_1
213,241,0,906.426,115.094,-79.857,-0.205,0.979,-0.025,Ground_Mountain_1_1
213,241,7,907.279,115.045,-86.805,-0.203,0.976,-0.079,Ground_Mountain_1_1
213,241,16,908.376,111.216,-95.738,0.245,0.799,-0.549,Ground_Mountain_1_1
213,243,-16,906.507,112.590,-63.733,-0.039,0.886,0.463,Ground_Mountain_1_2
213,243,-7,907.554,115.493,-72.672,-0.213,0.977,-0.013,Ground_Mountain_1_1
213,243,0,908.368,115.511,-79.624,-0.217,0.976,-0.025,Ground_Mountain_1_1
213,243,7,909.183,115.454,-86.577,-0.215,0.970,-0.115,Ground_Mountain_1_1
213,243,16,910.230,110.876,-95.516,0.243,0.737,-0.631,Ground_Mountain_1_1
213,245,-16,908.525,112.557,-63.501,-0.057,0.875,0.480,Ground_Mountain_1_2
213,245,-7,909.527,115.941,-72.445,-0.224,0.974,-0.019,Ground_Mountain_1_1
213,245,0,910.307,115.951,-79.402,-0.228,0.973,-0.025,Ground_Mountain_1_1
213,245,7,911.086,115.897,-86.358,-0.225,0.961,-0.160,Ground_Mountain_1_1
213,245,16,912.089,110.561,-95.302,0.233,0.680,-0.695,Ground_Mountain_1_1
213,247,-16,910.532,112.554,-63.280,-0.078,0.860,0.504,Ground_Mountain_1_2
213,247,-7,911.493,116.410,-72.229,-0.232,0.972,-0.024,Ground_Mountain_1_1
213,247,0,912.241,116.411,-79.189,-0.237,0.971,-0.025,Ground_Mountain_1_1
213,247,7,912.989,116.378,-86.149,-0.232,0.949,-0.215,Ground_Mountain_1_1
213,247,16,913.951,110.269,-95.097,0.118,0.642,-0.758,Ground_Mountain_1_1
213,249,-16,912.528,112.585,-63.069,-0.103,0.841,0.531,Ground_Mountain_1_2
213,249,-7,913.453,116.892,-72.021,-0.238,0.971,-0.025,Ground_Mountain_1_1
213,249,0,914.173,116.889,-78.984,-0.245,0.969,-0.025,Ground_Mountain_1_1
213,249,7,914.892,116.885,-85.947,-0.244,0.969,-0.025,Ground_Mountain_1_1
213,249,16,915.817,110.004,-94.899,0.118,0.598,-0.793,Ground_Mountain_1_1
213,251,-16,914.514,112.650,-62.865,-0.123,0.817,0.563,Ground_Mountain_1_2
213,251,-7,915.406,117.356,-71.821,-0.242,0.960,0.140,Ground_Mountain_1_1
213,251,0,916.101,117.383,-78.786,-0.252,0.967,-0.025,Ground_Mountain_1_1
213,251,7,916.795,117.371,-85.752,-0.246,0.969,-0.027,Ground_Mountain_1_1
213,251,16,917.688,109.787,-94.708,0.112,0.560,-0.821,Ground_Mountain_1_1
213,253,-16,916.490,112.758,-62.670,-0.146,0.794,0.590,Ground_Mountain_1_2
213,253,-7,917.355,117.836,-71.628,-0.249,0.961,0.121,Ground_Mountain_1_1
213,253,0,918.027,117.888,-78.596,-0.257,0.966,-0.025,Ground_Mountain_1_1
