course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop Reverse,atv,12,0,12.682,150.163,0.380,0.980,True,completed,4.753,0.380,0
Street Loop Reverse,atv,12,-4.7,12.665,150.063,0.120,0.535,True,completed,0.000,0.000,0
Street Loop Reverse,atv,12,1.7,12.858,150.110,0.100,0.536,True,completed,0.000,0.000,0
Street Loop Reverse,atv,24,-1.5,6.482,150.451,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,-3,6.498,150.449,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,0,6.497,150.449,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,-4.7,7.757,150.061,0.180,0.946,True,completed,0.000,0.000,0
Street Loop Reverse,atv,24,1.7,7.814,150.474,0.980,0.856,True,completed,16.429,0.980,0
Street Loop Reverse,atv,36,-1.5,4.824,150.583,1.300,0.992,True,completed,39.514,1.300,0
Street Loop Reverse,atv,36,-3,7.126,150.198,0.060,0.954,True,completed,0.000,0.000,0
Street Loop Reverse,atv,36,0,4.820,150.571,1.300,0.992,True,completed,39.514,1.300,0
Street Loop Reverse,atv,36,-4.7,6.324,150.020,1.040,0.858,True,completed,19.218,1.040,0
Street Loop Reverse,atv,36,1.7,5.399,150.210,1.220,0.992,True,completed,33.126,1.220,0
