action,time,x,y,z,speed,grounded,immersion
immersed turn,0.877,646.119,77.870,-64.205,9.667,4,1.000
immersed turn,0.897,646.295,77.870,-64.125,9.588,4,1.000
immersed turn,0.917,646.472,77.869,-64.051,9.512,4,1.000
immersed turn,0.937,646.650,77.868,-63.983,9.438,4,1.000
immersed turn,0.957,646.829,77.867,-63.921,9.366,4,1.000
immersed turn,0.977,647.008,77.867,-63.866,9.296,4,1.000
immersed turn,0.997,647.188,77.866,-63.816,9.228,4,1.000
brake through zero to reverse,0.000,647.367,77.866,-63.773,9.162,4,1.000
brake through zero to reverse,0.020,647.539,77.866,-63.736,8.695,4,1.000
brake through zero to reverse,0.040,647.703,77.865,-63.706,8.245,4,1.000
brake through zero to reverse,0.060,647.858,77.865,-63.681,7.809,4,1.000
brake through zero to reverse,0.080,648.005,77.865,-63.661,7.388,4,1.000
brake through zero to reverse,0.100,648.145,77.865,-63.645,6.978,4,1.000
brake through zero to reverse,0.120,648.276,77.865,-63.633,6.579,4,1.000
brake through zero to reverse,0.140,648.400,77.865,-63.624,6.189,4,1.000
brake through zero to reverse,0.160,648.516,77.865,-63.617,5.808,4,1.000
brake through zero to reverse,0.180,648.625,77.865,-63.612,5.435,4,1.000
brake through zero to reverse,0.200,648.727,77.865,-63.608,5.070,4,1.000
brake through zero to reverse,0.220,648.821,77.866,-63.605,4.712,4,1.000
brake through zero to reverse,0.240,648.908,77.866,-63.604,4.361,4,1.000
brake through zero to reverse,0.260,648.989,77.866,-63.603,4.017,4,1.000
brake through zero to reverse,0.280,649.062,77.866,-63.603,3.680,4,1.000
brake through zero to reverse,0.300,649.129,77.866,-63.603,3.350,4,1.000
brake through zero to reverse,0.320,649.190,77.866,-63.603,3.026,4,1.000
brake through zero to reverse,0.340,649.244,77.866,-63.603,2.708,4,1.000
brake through zero to reverse,0.360,649.292,77.866,-63.604,2.396,4,1.000
brake through zero to reverse,0.380,649.334,77.866,-63.604,2.091,4,1.000
brake through zero to reverse,0.400,649.369,77.867,-63.604,1.791,4,1.000
brake through zero to reverse,0.420,649.399,77.867,-63.605,1.497,4,1.000
brake through zero to reverse,0.440,649.424,77.867,-63.605,1.209,4,1.000
brake through zero to reverse,0.460,649.442,77.867,-63.606,0.926,4,1.000
brake through zero to reverse,0.480,649.455,77.867,-63.606,0.649,4,1.000
brake through zero to reverse,0.500,649.463,77.867,-63.606,0.378,4,1.000
brake through zero to reverse,0.520,649.469,77.867,-63.606,0.303,4,1.000
brake through zero to reverse,0.540,649.473,77.867,-63.606,0.230,4,1.000
brake through zero to reverse,0.560,649.476,77.867,-63.606,0.159,4,1.000
brake through zero to reverse,0.580,649.478,77.867,-63.606,0.088,4,1.000
brake through zero to reverse,0.600,649.479,77.867,-63.606,0.019,4,1.000
brake through zero to reverse,0.620,649.478,77.867,-63.606,-0.048,4,1.000
brake through zero to reverse,0.640,649.475,77.867,-63.606,-0.114,4,1.000
brake through zero to reverse,0.660,649.472,77.867,-63.606,-0.178,4,1.000
brake through zero to reverse,0.680,649.467,77.867,-63.606,-0.241,4,1.000
brake through zero to reverse,0.700,649.461,77.867,-63.605,-0.302,4,1.000
brake through zero to reverse,0.720,649.454,77.867,-63.605,-0.361,4,1.000
brake through zero to reverse,0.740,649.445,77.867,-63.605,-0.419,4,1.000
brake through zero to reverse,0.760,649.436,77.867,-63.605,-0.476,4,1.000
brake through zero to reverse,0.780,649.425,77.867,-63.604,-0.531,4,1.000
brake through zero to reverse,0.800,649.414,77.867,-63.604,-0.585,4,1.000
brake through zero to reverse,0.820,649.401,77.867,-63.604,-0.637,4,1.000
brake through zero to reverse,0.840,649.387,77.867,-63.603,-0.688,4,1.000
brake through zero to reverse,0.860,649.372,77.867,-63.603,-0.737,4,1.000
brake through zero to reverse,0.880,649.357,77.867,-63.602,-0.786,4,1.000
brake through zero to reverse,0.900,649.340,77.867,-63.602,-0.833,4,1.000
brake through zero to reverse,0.920,649.322,77.867,-63.601,-0.879,4,1.000
brake through zero to reverse,0.940,649.304,77.867,-63.601,-0.924,4,1.000
brake through zero to reverse,0.960,649.285,77.867,-63.600,-0.967,4,1.000
brake through zero to reverse,0.980,649.264,77.867,-63.600,-1.010,4,1.000
brake through zero to reverse,1.000,649.243,77.867,-63.599,-1.051,4,1.000
brake through zero to reverse,1.020,649.221,77.867,-63.599,-1.092,4,1.000
brake through zero to reverse,1.040,649.199,77.867,-63.598,-1.131,4,1.000
brake through zero to reverse,1.060,649.176,77.867,-63.597,-1.169,4,1.000
brake through zero to reverse,1.080,649.151,77.867,-63.597,-1.207,4,1.000
brake through zero to reverse,1.100,649.127,77.867,-63.596,-1.243,4,1.000
brake through zero to reverse,1.120,649.101,77.867,-63.595,-1.278,4,1.000
brake through zero to reverse,1.140,649.075,77.867,-63.595,-1.313,4,1.000
brake through zero to reverse,1.160,649.048,77.867,-63.594,-1.347,4,1.000
brake through zero to reverse,1.180,649.020,77.867,-63.593,-1.380,4,1.000
brake through zero to reverse,1.200,648.992,77.867,-63.592,-1.412,4,1.000
brake through zero to reverse,1.220,648.963,77.867,-63.592,-1.443,4,1.000
brake through zero to reverse,1.240,648.934,77.867,-63.591,-1.473,4,1.000
brake through zero to reverse,1.260,648.904,77.867,-63.590,-1.503,4,1.000
brake through zero to reverse,1.280,648.873,77.867,-63.589,-1.532,4,1.000
brake through zero to reverse,1.300,648.842,77.867,-63.588,-1.560,4,1.000
brake through zero to reverse,1.320,648.810,77.867,-63.587,-1.587,4,1.000
brake through zero to reverse,1.340,648.778,77.867,-63.586,-1.614,4,1.000
brake through zero to reverse,1.360,648.745,77.867,-63.586,-1.640,4,1.000
brake through zero to reverse,1.380,648.712,77.867,-63.585,-1.665,4,1.000
brake through zero to reverse,1.400,648.678,77.867,-63.584,-1.690,4,1.000
brake through zero to reverse,1.420,648.644,77.867,-63.583,-1.714,4,1.000
brake through zero to reverse,1.440,648.609,77.867,-63.582,-1.737,4,1.000
brake through zero to reverse,1.460,648.574,77.867,-63.581,-1.760,4,1.000
brake through zero to reverse,1.480,648.538,77.867,-63.580,-1.783,4,1.000
brake through zero to reverse,1.500,648.502,77.867,-63.579,-1.804,4,1.000
brake through zero to reverse,1.520,648.466,77.867,-63.578,-1.825,4,1.000
brake through zero to reverse,1.540,648.429,77.867,-63.577,-1.846,4,1.000
brake through zero to reverse,1.560,648.391,77.867,-63.576,-1.866,4,1.000
brake through zero to reverse,1.580,648.354,77.867,-63.575,-1.886,4,1.000
brake through zero to reverse,1.600,648.316,77.867,-63.574,-1.905,4,1.000
brake through zero to reverse,1.620,648.277,77.867,-63.573,-1.923,4,1.000
brake through zero to reverse,1.640,648.238,77.867,-63.571,-1.942,4,1.000
brake through zero to reverse,1.660,648.199,77.867,-63.570,-1.959,4,1.000
brake through zero to reverse,1.680,648.160,77.867,-63.569,-1.976,4,1.000
brake through zero to reverse,1.700,648.120,77.867,-63.568,-1.993,4,1.000
brake through zero to reverse,1.720,648.080,77.867,-63.567,-2.010,4,1.000
brake through zero to reverse,1.740,648.039,77.867,-63.566,-2.026,4,1.000
brake through zero to reverse,1.760,647.998,77.867,-63.565,-2.041,4,1.000
brake through zero to reverse,1.780,647.957,77.867,-63.564,-2.056,4,1.000
brake through zero to reverse,1.800,647.916,77.867,-63.563,-2.071,4,1.000
brake through zero to reverse,1.820,647.874,77.867,-63.561,-2.085,4,1.000
brake through zero to reverse,1.840,647.832,77.867,-63.560,-2.099,4,1.000
brake through zero to reverse,1.860,647.790,77.867,-63.559,-2.113,4,1.000
brake through zero to reverse,1.880,647.747,77.867,-63.558,-2.126,4,1.000
brake through zero to reverse,1.900,647.705,77.867,-63.557,-2.139,4,1.000
brake through zero to reverse,1.920,647.662,77.867,-63.556,-2.152,4,1.000
brake through zero to reverse,1.940,647.618,77.867,-63.554,-2.164,4,1.000
brake through zero to reverse,1.960,647.575,77.867,-63.553,-2.176,4,1.000
brake through zero to reverse,1.980,647.531,77.867,-63.552,-2.188,4,1.000
brake through zero to reverse,2.000,647.487,77.867,-63.551,-2.199,4,1.000
brake through zero to reverse,2.020,647.443,77.867,-63.549,-2.210,4,1.000
brake through zero to reverse,2.040,647.398,77.867,-63.548,-2.221,4,1.000
brake through zero to reverse,2.060,647.354,77.867,-63.547,-2.232,4,1.000
brake through zero to reverse,2.080,647.309,77.867,-63.546,-2.242,4,1.000
brake through zero to reverse,2.100,647.264,77.867,-63.545,-2.252,4,1.000
brake through zero to reverse,2.120,647.219,77.867,-63.543,-2.262,4,1.000
brake through zero to reverse,2.140,647.173,77.867,-63.542,-2.271,4,1.000
brake through zero to reverse,2.160,647.128,77.867,-63.541,-2.280,4,1.000
brake through zero to reverse,2.180,647.082,77.867,-63.539,-2.289,4,1.000
brake through zero to reverse,2.200,647.036,77.867,-63.538,-2.298,4,1.000
brake through zero to reverse,2.220,646.990,77.867,-63.537,-2.307,4,1.000
brake through zero to reverse,2.240,646.944,77.867,-63.536,-2.315,4,1.000
brake through zero to reverse,2.260,646.897,77.867,-63.534,-2.323,4,1.000
brake through zero to reverse,2.280,646.851,77.867,-63.533,-2.331,4,1.000
brake through zero to reverse,2.300,646.804,77.867,-63.532,-2.339,4,1.000
brake through zero to reverse,2.320,646.757,77.867,-63.530,-2.346,4,1.000
brake through zero to reverse,2.340,646.710,77.867,-63.529,-2.354,4,1.000
brake through zero to reverse,2.360,646.663,77.867,-63.528,-2.361,4,1.000
brake through zero to reverse,2.380,646.615,77.867,-63.527,-2.368,4,1.000
brake through zero to reverse,2.400,646.568,77.867,-63.525,-2.375,4,1.000
brake through zero to reverse,2.420,646.520,77.867,-63.524,-2.381,4,1.000
brake through zero to reverse,2.440,646.472,77.867,-63.523,-2.388,4,1.000
brake through zero to reverse,2.460,646.425,77.867,-63.521,-2.394,4,1.000
brake through zero to reverse,2.480,646.377,77.867,-63.520,-2.400,4,1.000
brake through zero to reverse,2.500,646.328,77.867,-63.519,-2.406,4,1.000
brake through zero to reverse,2.520,646.280,77.867,-63.517,-2.412,4,1.000
brake through zero to reverse,2.540,646.232,77.867,-63.516,-2.418,4,1.000
brake through zero to reverse,2.560,646.183,77.867,-63.515,-2.423,4,1.000
brake through zero to reverse,2.580,646.135,77.867,-63.513,-2.429,4,1.000
brake through zero to reverse,2.600,646.086,77.867,-63.512,-2.434,4,1.000
brake through zero to reverse,2.620,646.038,77.867,-63.511,-2.439,4,1.000
brake through zero to reverse,2.640,645.989,77.867,-63.509,-2.444,4,1.000
brake through zero to reverse,2.660,645.940,77.867,-63.508,-2.449,4,1.000
brake through zero to reverse,2.680,645.891,77.867,-63.506,-2.454,4,1.000
brake through zero to reverse,2.700,645.841,77.867,-63.505,-2.458,4,1.000
brake through zero to reverse,2.720,645.792,77.867,-63.504,-2.463,4,1.000
brake through zero to reverse,2.740,645.743,77.867,-63.502,-2.467,4,1.000
brake through zero to reverse,2.760,645.694,77.867,-63.501,-2.471,4,1.000
brake through zero to reverse,2.780,645.644,77.867,-63.500,-2.475,4,1.000
brake through zero to reverse,2.800,645.594,77.867,-63.498,-2.479,4,1.000
brake through zero to reverse,2.820,645.545,77.867,-63.497,-2.483,4,1.000
brake through zero to reverse,2.840,645.495,77.867,-63.496,-2.487,4,1.000
brake through zero to reverse,2.860,645.445,77.867,-63.494,-2.491,4,1.000
brake through zero to reverse,2.880,645.395,77.867,-63.493,-2.495,4,1.000
brake through zero to reverse,2.900,645.346,77.867,-63.491,-2.498,4,1.000
brake through zero to reverse,2.920,645.296,77.867,-63.490,-2.502,4,1.000
brake through zero to reverse,2.940,645.245,77.867,-63.489,-2.505,4,1.000
brake through zero to reverse,2.960,645.195,77.867,-63.487,-2.508,4,1.000
brake through zero to reverse,2.980,645.145,77.867,-63.486,-2.512,4,1.000
reverse out,0.000,645.095,77.867,-63.484,-2.515,4,1.000
reverse out,0.020,645.044,77.867,-63.483,-2.518,4,1.000
reverse out,0.040,644.994,77.867,-63.482,-2.521,4,1.000
reverse out,0.060,644.943,77.867,-63.480,-2.524,4,1.000
reverse out,0.080,644.893,77.867,-63.479,-2.526,4,1.000
reverse out,0.100,644.842,77.867,-63.477,-2.529,4,1.000
reverse out,0.000,644.792,77.867,-63.476,-2.532,4,1.000
reverse out,0.020,644.741,77.867,-63.475,-2.535,4,1.000
reverse out,0.040,644.690,77.867,-63.473,-2.537,4,1.000
reverse out,0.060,644.640,77.867,-63.472,-2.540,4,1.000
reverse out,0.080,644.589,77.867,-63.470,-2.542,4,1.000
reverse out,0.000,644.538,77.867,-63.469,-2.544,4,1.000
reverse out,0.020,644.487,77.867,-63.468,-2.547,4,1.000
reverse out,0.040,644.436,77.867,-63.466,-2.549,4,1.000
reverse out,0.060,644.385,77.867,-63.465,-2.551,4,1.000
reverse out,0.080,644.334,77.867,-63.463,-2.553,4,1.000
reverse out,0.100,644.283,77.867,-63.462,-2.555,4,1.000
reverse out,0.000,644.232,77.867,-63.461,-2.557,4,1.000
reverse out,0.020,644.181,77.867,-63.459,-2.559,4,1.000
reverse out,0.040,644.129,77.867,-63.458,-2.561,4,1.000
reverse out,0.060,644.078,77.867,-63.456,-2.563,4,1.000
reverse out,0.080,644.027,77.867,-63.455,-2.565,4,1.000
reverse out,0.100,643.976,77.867,-63.453,-2.567,4,1.000
reverse out,0.000,643.924,77.867,-63.452,-2.568,4,1.000
reverse out,0.020,643.873,77.867,-63.451,-2.570,4,1.000
reverse out,0.040,643.821,77.867,-63.449,-2.572,4,1.000
reverse out,0.060,643.770,77.867,-63.448,-2.573,4,1.000
reverse out,0.080,643.719,77.867,-63.446,-2.575,4,1.000
reverse out,0.000,643.667,77.867,-63.445,-2.576,4,1.000
reverse out,0.020,643.616,77.867,-63.444,-2.578,4,1.000
reverse out,0.040,643.564,77.867,-63.442,-2.579,4,1.000
reverse out,0.060,643.512,77.867,-63.441,-2.581,4,1.000
reverse out,0.080,643.461,77.867,-63.439,-2.582,4,1.000
reverse out,0.100,643.409,77.867,-63.438,-2.583,4,1.000
reverse out,0.000,643.357,77.867,-63.436,-2.585,4,1.000
reverse out,0.020,643.306,77.867,-63.435,-2.586,4,1.000
reverse out,0.040,643.254,77.867,-63.434,-2.587,4,1.000
reverse out,0.060,643.202,77.867,-63.432,-2.588,4,1.000
reverse out,0.080,643.151,77.867,-63.431,-2.590,4,1.000
reverse out,0.100,643.099,77.867,-63.429,-2.591,4,1.000
reverse out,0.000,643.047,77.867,-63.428,-2.592,4,1.000
reverse out,0.020,642.995,77.867,-63.426,-2.593,4,1.000
reverse out,0.040,642.943,77.867,-63.425,-2.594,4,1.000
reverse out,0.060,642.891,77.867,-63.423,-2.595,4,1.000
reverse out,0.080,642.839,77.867,-63.422,-2.596,4,1.000
reverse out,0.000,642.787,77.867,-63.421,-2.597,4,1.000
reverse out,0.020,642.736,77.867,-63.419,-2.598,4,1.000
reverse out,0.040,642.684,77.867,-63.418,-2.599,4,1.000
reverse out,0.060,642.632,77.867,-63.416,-2.600,4,1.000
reverse out,0.080,642.580,77.867,-63.415,-2.601,4,1.000
reverse out,0.100,642.528,77.867,-63.413,-2.601,4,1.000
reverse out,0.000,642.476,77.867,-63.412,-2.602,4,1.000
reverse out,0.020,642.424,77.867,-63.411,-2.603,4,1.000
reverse out,0.040,642.371,77.867,-63.409,-2.604,4,1.000
reverse out,0.060,642.319,77.867,-63.408,-2.605,4,1.000
reverse out,0.080,642.267,77.867,-63.406,-2.605,4,1.000
reverse out,0.100,642.215,77.867,-63.405,-2.606,4,1.000
reverse out,0.000,642.163,77.867,-63.403,-2.607,4,1.000
reverse out,0.020,642.111,77.867,-63.402,-2.608,4,1.000
reverse out,0.040,642.059,77.867,-63.400,-2.608,4,1.000
reverse out,0.060,642.007,77.867,-63.399,-2.609,4,1.000
reverse out,0.080,641.954,77.867,-63.398,-2.610,4,1.000
reverse out,0.100,641.902,77.867,-63.396,-2.610,4,1.000
reverse out,0.000,641.850,77.867,-63.395,-2.611,4,1.000
reverse out,0.020,641.798,77.867,-63.393,-2.611,4,1.000
reverse out,0.040,641.746,77.867,-63.392,-2.612,4,1.000
reverse out,0.060,641.693,77.867,-63.390,-2.613,4,1.000
reverse out,0.080,641.641,77.867,-63.389,-2.613,4,1.000
reverse out,0.000,641.589,77.867,-63.387,-2.614,4,1.000
reverse out,0.020,641.537,77.867,-63.386,-2.614,4,1.000
reverse out,0.040,641.484,77.867,-63.385,-2.615,4,1.000
reverse out,0.060,641.432,77.867,-63.383,-2.615,4,1.000
reverse out,0.080,641.380,77.867,-63.382,-2.616,4,1.000
reverse out,0.100,641.328,77.867,-63.380,-2.616,4,1.000
reverse out,0.000,641.275,77.867,-63.379,-2.617,4,1.000
reverse out,0.020,641.223,77.867,-63.377,-2.617,4,1.000
reverse out,0.040,641.171,77.867,-63.376,-2.618,4,1.000
reverse out,0.060,641.118,77.867,-63.374,-2.618,4,1.000
reverse out,0.080,641.066,77.867,-63.373,-2.618,4,1.000
reverse out,0.100,641.013,77.867,-63.371,-2.619,4,1.000
reverse out,0.000,640.961,77.867,-63.370,-2.619,4,1.000
reverse out,0.020,640.909,77.867,-63.369,-2.620,4,1.000
reverse out,0.040,640.856,77.867,-63.367,-2.620,4,1.000
reverse out,0.060,640.804,77.867,-63.366,-2.620,4,1.000
reverse out,0.080,640.752,77.867,-63.364,-2.621,4,1.000
reverse out,0.000,640.699,77.867,-63.363,-2.621,4,1.000
reverse out,0.020,640.647,77.867,-63.361,-2.621,4,1.000
reverse out,0.040,640.594,77.867,-63.360,-2.622,4,1.000
reverse out,0.060,640.542,77.867,-63.358,-2.622,4,1.000
reverse out,0.080,640.489,77.867,-63.357,-2.622,4,1.000
reverse out,0.100,640.437,77.867,-63.356,-2.623,4,1.000
reverse out,0.000,640.385,77.867,-63.354,-2.623,4,1.000
reverse out,0.020,640.332,77.867,-63.353,-2.623,4,1.000
reverse out,0.040,640.280,77.867,-63.351,-2.624,4,1.000
reverse out,0.060,640.227,77.867,-63.350,-2.624,4,1.000
reverse out,0.080,640.175,77.867,-63.348,-2.624,4,1.000
reverse out,0.100,640.122,77.867,-63.347,-2.624,4,1.000
reverse out,0.000,640.070,77.867,-63.345,-2.625,4,1.000
reverse out,0.020,640.017,77.867,-63.344,-2.625,4,1.000
reverse out,0.040,639.965,77.867,-63.342,-2.625,4,1.000
reverse out,0.060,639.912,77.867,-63.341,-2.625,4,1.000
reverse out,0.080,639.860,77.867,-63.340,-2.626,4,1.000
reverse out,0.000,639.807,77.867,-63.338,-2.626,4,1.000
reverse out,0.020,639.755,77.867,-63.337,-2.626,4,1.000
reverse out,0.040,639.702,77.867,-63.335,-2.626,4,1.000
reverse out,0.060,639.650,77.867,-63.334,-2.626,4,1.000
reverse out,0.080,639.597,77.867,-63.332,-2.627,4,1.000
reverse out,0.100,639.545,77.867,-63.331,-2.627,4,1.000
reverse out,0.000,639.492,77.867,-63.329,-2.627,4,1.000
reverse out,0.020,639.440,77.867,-63.328,-2.627,4,1.000
reverse out,0.040,639.387,77.867,-63.326,-2.627,4,1.000
reverse out,0.060,639.335,77.867,-63.325,-2.628,4,1.000
reverse out,0.080,639.282,77.867,-63.324,-2.628,4,1.000
reverse out,0.100,639.230,77.867,-63.322,-2.628,4,1.000
reverse out,0.000,639.177,77.867,-63.321,-2.628,4,1.000
reverse out,0.020,639.125,77.867,-63.319,-2.628,4,1.000
reverse out,0.040,639.072,77.867,-63.318,-2.628,4,1.000
reverse out,0.060,639.020,77.867,-63.316,-2.629,4,1.000
reverse out,0.080,638.967,77.867,-63.315,-2.629,4,1.000
reverse out,0.000,638.914,77.867,-63.313,-2.629,4,1.000
reverse out,0.020,638.862,77.867,-63.312,-2.629,4,1.000
reverse out,0.040,638.809,77.867,-63.310,-2.629,4,1.000
reverse out,0.060,638.757,77.867,-63.309,-2.629,4,1.000
reverse out,0.080,638.704,77.867,-63.308,-2.629,4,1.000
reverse out,0.100,638.652,77.867,-63.306,-2.629,4,1.000
reverse out,0.000,638.599,77.867,-63.305,-2.630,4,1.000
reverse out,0.020,638.547,77.867,-63.303,-2.630,4,1.000
reverse out,0.040,638.494,77.867,-63.302,-2.630,4,1.000
reverse out,0.060,638.441,77.867,-63.300,-2.630,4,1.000
reverse out,0.080,638.389,77.867,-63.299,-2.630,4,1.000
reverse out,0.100,638.336,77.867,-63.297,-2.630,4,1.000
reverse out,0.000,638.284,77.867,-63.296,-2.630,4,1.000
reverse out,0.020,638.231,77.867,-63.294,-2.630,4,1.000
reverse out,0.040,638.178,77.867,-63.293,-2.630,4,1.000
reverse out,0.060,638.126,77.867,-63.292,-2.631,4,1.000
reverse out,0.080,638.073,77.867,-63.290,-2.631,4,1.000
reverse out,0.100,638.021,77.867,-63.289,-2.631,4,1.000
reverse out,0.000,637.968,77.867,-63.287,-2.631,4,1.000
reverse out,0.020,637.915,77.867,-63.286,-2.631,4,1.000
reverse out,0.040,637.863,77.867,-63.284,-2.631,4,1.000
reverse out,0.060,637.810,77.867,-63.283,-2.631,4,1.000
reverse out,0.080,637.758,77.867,-63.281,-2.631,4,1.000
reverse out,0.000,637.705,77.867,-63.280,-2.631,4,1.000
reverse out,0.020,637.652,77.867,-63.278,-2.631,4,1.000
reverse out,0.040,637.600,77.867,-63.277,-2.631,4,1.000
reverse out,0.060,637.547,77.867,-63.276,-2.632,4,1.000
reverse out,0.080,637.494,77.867,-63.274,-2.632,4,1.000
reverse out,0.100,637.442,77.867,-63.273,-2.632,4,1.000
reverse out,0.000,637.389,77.867,-63.271,-2.632,4,1.000
reverse out,0.020,637.337,77.867,-63.270,-2.632,4,1.000
reverse out,0.040,637.284,77.867,-63.268,-2.632,4,1.000
reverse out,0.060,637.231,77.867,-63.267,-2.632,4,1.000
reverse out,0.080,637.179,77.867,-63.265,-2.632,4,1.000
reverse out,0.100,637.126,77.867,-63.264,-2.632,4,1.000
reverse out,0.000,637.074,77.867,-63.262,-2.632,4,1.000
reverse out,0.020,637.021,77.867,-63.261,-2.632,4,1.000
reverse out,0.040,636.968,77.867,-63.259,-2.632,4,1.000
reverse out,0.060,636.916,77.867,-63.258,-2.632,4,1.000
reverse out,0.080,636.863,77.867,-63.257,-2.632,4,1.000
reverse out,0.000,636.811,77.867,-63.255,-2.632,4,1.000
reverse out,0.020,636.758,77.867,-63.254,-2.632,4,1.000
reverse out,0.040,636.705,77.867,-63.252,-2.632,4,1.000
reverse out,0.060,636.653,77.867,-63.251,-2.633,4,1.000
reverse out,0.080,636.600,77.867,-63.249,-2.633,4,1.000
reverse out,0.100,636.547,77.867,-63.248,-2.633,4,1.000
reverse out,0.000,636.495,77.867,-63.246,-2.633,4,1.000
reverse out,0.020,636.442,77.867,-63.245,-2.633,4,1.000
reverse out,0.040,636.390,77.867,-63.243,-2.633,4,1.000
reverse out,0.060,636.337,77.867,-63.242,-2.633,4,1.000
reverse out,0.080,636.284,77.867,-63.241,-2.633,4,1.000
reverse out,0.100,636.232,77.867,-63.239,-2.633,4,1.000
reverse out,0.000,636.179,77.867,-63.238,-2.633,4,1.000
reverse out,0.020,636.127,77.867,-63.236,-2.633,4,1.000
reverse out,0.040,636.074,77.867,-63.235,-2.633,4,1.000
reverse out,0.060,636.021,77.867,-63.233,-2.633,4,1.000
reverse out,0.080,635.969,77.867,-63.232,-2.633,4,1.000
reverse out,0.000,635.916,77.867,-63.230,-2.633,4,1.000
reverse out,0.020,635.864,77.867,-63.229,-2.633,4,1.000
reverse out,0.040,635.811,77.867,-63.227,-2.633,4,1.000
reverse out,0.060,635.758,77.867,-63.226,-2.633,4,1.000
reverse out,0.080,635.706,77.867,-63.225,-2.633,4,1.000
reverse out,0.100,635.653,77.867,-63.223,-2.633,4,1.000
reverse out,0.000,635.600,77.867,-63.222,-2.633,4,1.000
reverse out,0.020,635.548,77.867,-63.220,-2.633,4,1.000
reverse out,0.040,635.495,77.867,-63.219,-2.633,4,1.000
reverse out,0.060,635.442,77.867,-63.217,-2.633,4,1.000
reverse out,0.080,635.390,77.867,-63.216,-2.633,4,1.000
reverse out,0.100,635.337,77.867,-63.214,-2.633,4,1.000
reverse out,0.000,635.284,77.867,-63.213,-2.633,4,1.000
reverse out,0.020,635.231,77.867,-63.211,-2.633,4,1.000
reverse out,0.040,635.179,77.867,-63.210,-2.633,4,1.000
reverse out,0.060,635.126,77.867,-63.208,-2.633,4,1.000
reverse out,0.080,635.073,77.867,-63.207,-2.633,4,1.000
reverse out,0.000,635.021,77.867,-63.206,-2.634,4,1.000
reverse out,0.020,634.968,77.867,-63.204,-2.634,4,1.000
reverse out,0.040,634.915,77.867,-63.203,-2.634,4,1.000
reverse out,0.060,634.863,77.867,-63.201,-2.634,4,1.000
reverse out,0.080,634.810,77.867,-63.200,-2.634,4,1.000
reverse out,0.100,634.757,77.867,-63.198,-2.634,4,1.000
reverse out,0.000,634.705,77.867,-63.197,-2.634,4,1.000
reverse out,0.020,634.652,77.867,-63.195,-2.634,4,1.000
reverse out,0.040,634.599,77.867,-63.194,-2.634,4,1.000
reverse out,0.060,634.547,77.867,-63.192,-2.634,4,1.000
reverse out,0.080,634.494,77.867,-63.191,-2.634,4,1.000
reverse out,0.100,634.441,77.867,-63.190,-2.634,4,1.000
reverse out,0.000,634.389,77.867,-63.188,-2.634,4,1.000
reverse out,0.020,634.336,77.867,-63.187,-2.634,4,1.000
reverse out,0.040,634.283,77.867,-63.185,-2.634,4,1.000
reverse out,0.060,634.231,77.867,-63.184,-2.634,4,1.000
reverse out,0.080,634.178,77.867,-63.182,-2.634,4,1.000
reverse out,0.100,634.125,77.867,-63.181,-2.634,4,1.000
reverse out,0.000,634.073,77.867,-63.179,-2.634,4,1.000
reverse out,0.020,634.020,77.867,-63.178,-2.634,4,1.000
reverse out,0.040,633.967,77.867,-63.176,-2.634,4,1.000
reverse out,0.060,633.915,77.867,-63.175,-2.634,4,1.000
reverse out,0.080,633.862,77.867,-63.174,-2.634,4,1.000
reverse out,0.000,633.809,77.867,-63.172,-2.634,4,1.000
reverse out,0.020,633.757,77.867,-63.171,-2.634,4,1.000
reverse out,0.040,633.704,77.867,-63.169,-2.634,4,1.000
reverse out,0.060,633.651,77.867,-63.168,-2.634,4,1.000
reverse out,0.080,633.599,77.867,-63.166,-2.634,4,1.000
reverse out,0.100,633.546,77.867,-63.165,-2.634,4,1.000
reverse out,0.000,633.493,77.867,-63.163,-2.634,4,1.000
reverse out,0.020,633.441,77.867,-63.162,-2.634,4,1.000
reverse out,0.040,633.388,77.867,-63.160,-2.634,4,1.000
reverse out,0.060,633.335,77.867,-63.159,-2.634,4,1.000
reverse out,0.080,633.283,77.867,-63.157,-2.634,4,1.000
reverse out,0.100,633.230,77.867,-63.156,-2.634,4,1.000
reverse out,0.000,633.177,77.867,-63.155,-2.634,4,1.000
reverse out,0.020,633.125,77.867,-63.153,-2.634,4,1.000
reverse out,0.040,633.072,77.867,-63.152,-2.634,4,1.000
reverse out,0.060,633.019,77.867,-63.150,-2.634,4,1.000
reverse out,0.080,632.967,77.867,-63.149,-2.634,4,1.000
reverse out,0.000,632.914,77.867,-63.147,-2.634,4,1.000
reverse out,0.020,632.861,77.867,-63.146,-2.634,4,1.000
reverse out,0.040,632.809,77.867,-63.144,-2.634,4,1.000
reverse out,0.060,632.756,77.867,-63.143,-2.634,4,1.000
reverse out,0.080,632.703,77.867,-63.141,-2.634,4,1.000
reverse out,0.100,632.651,77.867,-63.140,-2.634,4,1.000
reverse out,0.000,632.598,77.867,-63.139,-2.634,4,1.000
reverse out,0.020,632.545,77.867,-63.137,-2.634,4,1.000
reverse out,0.040,632.492,77.867,-63.136,-2.634,4,1.000
reverse out,0.060,632.440,77.867,-63.134,-2.634,4,1.000
reverse out,0.080,632.387,77.867,-63.133,-2.634,4,1.000
