"profile","route","attempt","road","finished","seconds","entry_mps","exit_mps","max_lateral","min_up","air_seconds","misses","penalty","branch_exits","recoveries"
"moto","Fox Gully","3","False","True","28.168","24.110","29.947","5.985","0.971","1.871","0","0.000","1","1"
"moto","Fox Gully","0","True","True","24.978","30.773","28.855","0.000","0.965","0.078","0","0.000","0","0"
"moto","Fox Gully","1","True","True","24.981","30.630","28.858","0.000","0.965","0.081","0","0.000","0","0"
"atv","Fox Gully","0","False","True","25.710","23.556","29.792","5.992","0.973","1.928","0","0.000","1","0"
"atv","Fox Gully","1","False","True","24.845","25.090","31.778","7.151","0.973","1.760","0","0.000","1","0"
"atv","Fox Gully","2","False","True","28.368","24.218","29.780","5.992","0.963","1.546","0","0.000","1","1"
"atv","Fox Gully","3","False","True","28.740","24.261","29.783","5.953","0.973","1.977","0","0.000","1","1"
"atv","Fox Gully","0","True","True","25.281","30.640","28.835","0.000","0.965","0.222","0","0.000","0","0"
"atv","Fox Gully","1","True","True","25.218","30.640","28.791","0.000","0.965","0.220","0","0.000","0","0"
"original","Pine Ridge","0","False","True","21.677","34.699","37.885","5.788","0.985","3.146","0","0.000","1","0"
"original","Pine Ridge","1","False","True","21.369","35.924","37.882","5.640","0.984","3.178","0","0.000","1","0"
"original","Pine Ridge","2","False","True","23.741","35.338","37.915","5.710","0.985","0.845","0","0.000","1","1"
"original","Pine Ridge","3","False","True","24.063","35.138","37.888","5.664","0.989","0.725","0","0.000","1","1"
"original","Pine Ridge","0","True","True","26.177","40.524","44.768","0.000","0.982","0.000","0","0.000","0","0"
"original","Pine Ridge","1","True","True","26.225","40.524","44.765","0.000","0.982","0.000","0","0.000","0","0"
"tourer","Pine Ridge","0","False","True","21.851","35.645","37.243","5.663","0.984","2.940","0","0.000","1","0"
"tourer","Pine Ridge","1","False","True","21.437","35.895","37.656","5.569","0.983","3.098","0","0.000","1","0"
"tourer","Pine Ridge","2","False","True","24.019","35.645","37.588","5.663","0.984","0.781","0","0.000","1","1"
"tourer","Pine Ridge","3","False","True","24.208","35.645","37.599","5.663","0.989","0.732","0","0.000","1","1"
"tourer","Pine Ridge","0","True","True","25.961","40.657","46.408","0.000","0.982","0.000","0","0.000","0","0"
"tourer","Pine Ridge","1","True","True","25.958","40.657","46.408","0.000","0.982","0.000","0","0.000","0","0"
"moto","Pine Ridge","0","False","True","20.519","35.138","39.531","6.684","0.875","3.362","0","0.000","1","0"
"moto","Pine Ridge","1","False","True","20.001","35.792","41.726","8.081","0.981","3.420","0","0.000","1","0"
"moto","Pine Ridge","2","False","True","22.040","35.138","39.776","6.666","0.980","0.997","0","0.000","1","1"
"moto","Pine Ridge","3","False","True","22.740","35.138","39.776","6.674","0.980","0.981","0","0.000","1","1"
"moto","Pine Ridge","0","True","True","23.341","40.965","54.317","0.000","0.982","0.100","0","0.000","0","0"
"moto","Pine Ridge","1","True","True","23.337","40.965","54.316","0.000","0.982","0.100","0","0.000","0","0"
"atv","Pine Ridge","0","False","True","21.260","35.123","17.042","5.705","0.983","3.384","0","0.000","1","0"
"atv","Pine Ridge","1","False","True","20.840","35.713","15.966","7.289","0.983","3.438","0","0.000","1","0"
"atv","Pine Ridge","2","False","True","22.897","35.123","17.084","5.755","0.984","0.988","0","0.000","1","1"
"atv","Pine Ridge","3","False","True","23.583","35.123","15.730","5.766","0.985","1.013","0","0.000","1","1"
"atv","Pine Ridge","0","True","True","24.259","40.704","50.548","0.000","0.982","0.077","0","0.000","0","0"
"atv","Pine Ridge","1","True","True","24.232","40.704","50.575","0.000","0.982","0.105","0","0.000","0","0"
"original","Existing Southwest Cut","0","False","True","10.467","21.886","23.883","5.364","0.999","0.030","0","0.000","1","0"
"original","Existing Southwest Cut","1","False","True","9.763","22.054","25.863","5.548","1.000","0.000","0","0.000","1","0"
"original","Existing Southwest Cut","2","False","True","12.277","21.896","23.883","5.802","1.000","0.000","0","0.000","1","1"
"original","Existing Southwest Cut","3","False","True","13.459","21.768","23.883","5.802","1.000","0.000","0","0.000","1","1"
"original","Existing Southwest Cut","0","True","True","9.958","27.123","41.382","0.000","1.000","0.000","0","0.000","0","0"
"original","Existing Southwest Cut","1","True","True","9.966","27.123","41.382","0.000","1.000","0.000","0","0.000","0","0"
"tourer","Existing Southwest Cut","0","False","True","10.473","21.407","23.880","5.802","1.000","0.000","0","0.000","1","0"
"tourer","Existing Southwest Cut","1","False","True","9.740","21.580","25.862","5.550","1.000","0.000","0","0.000","1","0"
"tourer","Existing Southwest Cut","2","False","True","12.405","21.426","23.879","5.802","1.000","0.000","0","0.000","1","1"
"tourer","Existing Southwest Cut","3","False","True","13.487","21.389","23.880","5.802","1.000","0.000","0","0.000","1","1"
"tourer","Existing Southwest Cut","0","True","True","10.030","27.091","42.170","0.000","1.000","0.000","0","0.000","0","0"
"tourer","Existing Southwest Cut","1","True","True","10.008","26.773","42.168","0.000","1.000","0.000","0","0.000","0","0"
"moto","Existing Southwest Cut","0","False","True","10.460","23.788","23.489","5.793","0.999","0.102","0","0.000","1","0"
"moto","Existing Southwest Cut","1","False","True","9.698","24.687","25.909","5.638","1.000","0.101","0","0.000","1","0"
"moto","Existing Southwest Cut","2","False","True","12.078","23.716","23.886","5.793","1.000","0.015","0","0.000","1","1"
"moto","Existing Southwest Cut","3","False","True","13.180","23.787","23.908","5.793","1.000","0.115","0","0.000","1","1"
"moto","Existing Southwest Cut","0","True","True","8.838","27.728","49.342","0.000","1.000","0.096","0","0.000","0","0"
"moto","Existing Southwest Cut","1","True","True","8.842","27.728","49.366","0.000","1.000","0.097","0","0.000","0","0"
"atv","Existing Southwest Cut","0","False","True","10.436","23.916","23.910","5.794","0.999","0.100","0","0.000","1","0"
"atv","Existing Southwest Cut","1","False","True","9.695","23.924","25.897","5.650","1.000","0.093","0","0.000","1","0"
"atv","Existing Southwest Cut","2","False","True","12.142","23.916","23.910","5.794","1.000","0.101","0","0.000","1","1"
"atv","Existing Southwest Cut","3","False","True","13.259","23.916","23.910","5.794","1.000","0.099","0","0.000","1","1"
"atv","Existing Southwest Cut","0","True","True","9.179","27.292","46.384","0.000","1.000","0.099","0","0.000","0","0"
"atv","Existing Southwest Cut","1","True","True","9.189","27.292","46.389","0.000","1.000","0.099","0","0.000","0","0"
